# V2: REAL OSM addresses (house + street both real, region dropped)
# Total records: 46135
# Generated: 2026-09-18 22:36:45 UTC
# Format: COUNTRY | FULL_NAME | ADDRESS | PHONE | POSTAL_CODE | EMAIL
#
Luxembourg|Laure Jacquet|20 Rue de Neuerburg, Luxembourg, Luxembourg|656300952|2215|laure.jacquet6644@gmail.com
Luxembourg|Jean Gay|16 Rue de Neuerburg, Luxembourg, Luxembourg|651840762|2215|jean_gay3240@yandex.ru
Luxembourg|Suzanne Vallet|18 Rue de Neuerburg, Luxembourg, Luxembourg|661684035|2215|suzanne-vallet6714@t-online.de
Luxembourg|Augustin Dufour|46 Rue du Cimetiere, Luxembourg, Luxembourg|692325619|1338|augustin_dufour6006@web.de
Luxembourg|Monique Laine|28 Montee du Grund, Luxembourg, Luxembourg|698156139|1645|monique-laine9234@zoho.com
Luxembourg|Constance Potier|6 Rives de Clausen, Luxembourg, Luxembourg|691741240|2165|constance.potier1047@t-online.de
Luxembourg|Christophe Lopes|5-7 Rue Marie-Adelaide, Luxembourg, Luxembourg|691575240|2128|christophe_lopes9737@yahoo.co.uk
Luxembourg|Alexandrie Jacquot|25A Boulevard Royal, Luxembourg, Luxembourg|681006722|2449|alexandrie-jacquot758@outlook.de
Luxembourg|Rene Joly|3 Rue des Bains, Luxembourg, Luxembourg|658828081|1212|rene_joly8915@alice.it
Luxembourg|Daniel Joseph|365 Route de Longwy, Luxembourg, Luxembourg|679518082|1941|daniel.joseph2492@yahoo.co.uk
Luxembourg|Frederic Riou|123 Rue de Bonnevoie, Luxembourg, Luxembourg|679143964|1261|frederic.riou1505@tiscali.it
Luxembourg|Marthe Leroy|110 Rue Adolphe Fischer, Luxembourg, Luxembourg|651780390|1521|marthe-leroy7815@tiscali.it
Luxembourg|Joseph Jacquot|2 Boulevard de la Petrusse, Luxembourg, Luxembourg|621231512|2320|joseph.jacquot9825@zoho.com
Luxembourg|Vincent Poulain|30 Rue Joseph Junck, Luxembourg, Luxembourg|691664316|1839|vincent-poulain4559@btinternet.com
Luxembourg|Anastasie Seguin|10 Rue de Neuerburg, Luxembourg, Luxembourg|691565675|2215|anastasie_seguin866@t-online.de
Luxembourg|Gerard Marchal|12 Rue de Neuerburg, Luxembourg, Luxembourg|692569321|2215|gerard.marchal486@seznam.cz
Luxembourg|Astrid Grondin|6 Rue de Neuerburg, Luxembourg, Luxembourg|651384436|2215|astrid-grondin1182@hotmail.de
Luxembourg|Susanne Jacquot|8 Rue de Neuerburg, Luxembourg, Luxembourg|681975006|2215|susanne-jacquot2873@hotmail.de
Luxembourg|Thierry Lebrun|42-42A Avenue John F. Kennedy, Luxembourg, Luxembourg|656698004|1855|thierry_lebrun1493@btinternet.com
Luxembourg|Lucy Noel|137 Avenue Gaston Diderich, Luxembourg, Luxembourg|628401162|1420|lucy-noel3963@live.com
Luxembourg|Patricia Launay|219 Rue de Beggen, Luxembourg, Luxembourg|656647374|1220|patricia-launay8050@tiscali.it
Luxembourg|Michele Carre|90 Rue Ermesinde, Luxembourg, Luxembourg|671818208|1469|michele.carre9252@gmail.com
Luxembourg|Marthe Fontaine|4 Rue du Pont, Luxembourg, Luxembourg|679447976|2344|marthe-fontaine5381@yandex.ru
Luxembourg|Alain Bigot|18 Route de Diekirch, Walferdange, Luxembourg|628160014|7220|alain_bigot7352@orange.fr
Luxembourg|Augustin Reynaud|44 Avenue John F. Kennedy, Luxembourg, Luxembourg|678040099|1855|augustin.reynaud4192@outlook.es
Luxembourg|Veronique Mahe|99 Val Sainte-Croix, Luxembourg, Luxembourg|698470965|1371|veronique_mahe4173@outlook.com
Luxembourg|Aurelie Dufour|7 Rue Nicolas-Ernest Barble, Strassen, Luxembourg|671254857|1210|aurelie_dufour9332@libero.it
Luxembourg|Josette Didier|46 Rue des Fraises, Mullendorf, Luxembourg|678174056|7321|josette-didier8742@telefonica.net
Luxembourg|Henriette Boutin|14 Avenue du 10 septembre, Luxembourg, Luxembourg|698430671|2550|henriette-boutin5405@gmail.com
Luxembourg|Gabrielle Lemaitre|112 Rue Emile Metz, Luxembourg, Luxembourg|678252815|2149|gabrielle-lemaitre1467@o2.pl
Luxembourg|Chantal Cousin|114 Rue Emile Metz, Luxembourg, Luxembourg|679320404|2149|chantal_cousin5420@sky.com
Luxembourg|Jean Weber|100 Rue Emile Metz, Luxembourg, Luxembourg|692118147|2149|jean.weber2790@sky.com
Luxembourg|Gilbert Germain|2A Rue Jean-Baptiste Esch, Luxembourg, Luxembourg|691171644|1473|gilbert_germain3882@telefonica.net
Luxembourg|Eugene Riviere|59 Rue Adolphe Fischer, Luxembourg, Luxembourg|656994020|1520|eugene.riviere9617@volny.cz
Luxembourg|Gilles Begue|61 Rue des Trevires, Luxembourg, Luxembourg|698253525|2287|gilles.begue7543@outlook.de
Luxembourg|Alain Gillet|49 Rue Siggy vu Letzebuerg, Luxembourg, Luxembourg|679142060|1933|alain_gillet3850@telefonica.net
Luxembourg|Guy Renault|2 Rue de Cessange, Leudelange, Luxembourg|655867683|3347|guy_renault1502@zoho.com
Luxembourg|Victoire Schneider|35 Rue du Puits Romain, Strassen, Luxembourg|691210316|8070|victoire-schneider1480@hotmail.de
Luxembourg|Gabriel Costa|15 Rue Edward Steichen, Luxembourg, Luxembourg|692052270|2540|gabriel-costa9234@msn.com
Luxembourg|Aimee Menard|1 Rue Auguste Charles, Luxembourg, Luxembourg|661135345|1326|aimee_menard6186@yahoo.com.au
Luxembourg|Martine Deschamps|170 Rue des Sept-Arpents, Luxembourg, Luxembourg|668373371|1149|martine-deschamps8647@yandex.com
Luxembourg|Susanne Antoine|3 Rue Batty Weber, Luxembourg, Luxembourg|651299313|2716|susanne_antoine5234@orange.es
Luxembourg|Emmanuel Lefevre|2 Rue Joseph Kutter, Luxembourg, Luxembourg|628827223|1868|emmanuel-lefevre8714@interia.pl
Luxembourg|Auguste Leroux|2 Rue Wurth-Paquet, Luxembourg, Luxembourg|698250454|1538|auguste-leroux4027@hotmail.es
Luxembourg|Emilie Leclercq|92 Boulevard General George S. Patton, Luxembourg, Luxembourg|656568011|2316|emilie-leclercq7578@hotmail.co.uk
Luxembourg|Bertrand David|2 Rue de Pulvermuhl, Luxembourg, Luxembourg|679538641|2356|bertrand.david2667@libero.it
Luxembourg|David Torres|42 Rue Astrid, Luxembourg, Luxembourg|655363703|1143|david.torres375@bt.com
Luxembourg|Christiane Rolland|1 Rue Munster, Luxembourg, Luxembourg|655837471|2160|christiane.rolland5906@terra.es
Luxembourg|Alice Raymond|58 Grand-Rue, Roeser, Luxembourg|698290765|3394|alice.raymond6915@protonmail.com
Luxembourg|Ines Michel|1 Rue de Bettembourg, Crauthem, Luxembourg|658142380|3326|ines-michel6406@gmx.de
Luxembourg|Alexandre Boucher|36-38 Grand-Rue, Luxembourg, Luxembourg|681285544|1660|alexandre.boucher5684@gmx.net
Luxembourg|Patricia Fischer|30 Grand-Rue, Luxembourg, Luxembourg|678473136|1660|patricia.fischer5068@orange.fr
Luxembourg|Eleonore Morvan|10A Route de Diekirch, Walferdange, Luxembourg|678672885|7220|eleonore_morvan8681@tutanota.com
Luxembourg|Audrey Poulain|13 Route de Diekirch, Helmsange, Luxembourg|655971680|7220|audrey.poulain3436@gmail.com
Luxembourg|Colette Girard|70 Route de Luxembourg, Bereldange, Luxembourg|681817481|7240|colette-girard6034@tin.it
Luxembourg|Margot Godard|22 Route de Diekirch, Walferdange, Luxembourg|628350938|7220|margot.godard3276@live.com
Luxembourg|Marthe Marchal|10 Rue d'Anvers, Luxembourg, Luxembourg|679176057|1130|marthe_marchal7092@gmail.com
Luxembourg|Charlotte Cohen|10 Rue Jean Jacoby, Luxembourg, Luxembourg|678125319|1832|charlotte.cohen5536@centrum.cz
Luxembourg|Helene Michel|2 Rue de Dommeldange, Walferdange, Luxembourg|658106753|7222|helene-michel2986@hotmail.es
Luxembourg|Anais Lopez|4 Rue de Dommeldange, Walferdange, Luxembourg|679005928|7222|anais-lopez9408@seznam.cz
Luxembourg|Raymond Girard|4 Rue de l'Eglise, Walferdange, Luxembourg|698068583|7224|raymond.girard7812@wp.pl
Luxembourg|Aurore Alves|6 Rue de l'Eglise, Walferdange, Luxembourg|661027261|7224|aurore.alves7532@onet.pl
Luxembourg|Margot Joly|6 Rue Josy Welter, Walferdange, Luxembourg|621156973|7256|margot-joly6746@alice.it
Luxembourg|Nicolas Delattre|8 Rue Josy Welter, Walferdange, Luxembourg|679874242|7256|nicolas_delattre53@protonmail.com
Luxembourg|Corinne Boucher|9 Rue Josy Welter, Walferdange, Luxembourg|692697622|7256|corinne.boucher575@hotmail.es
Luxembourg|Isabelle Roux|6 Iwwert dem Geierpad, Walferdange, Luxembourg|658192301|7253|isabelle.roux481@mac.com
Luxembourg|Henriette Sanchez|16 Op den Aessen, Walferdange, Luxembourg|668452560|7274|henriette.sanchez9040@proton.me
Luxembourg|Ines Pierre|4 Iwwert dem Geierpad, Walferdange, Luxembourg|651289708|7253|ines-pierre2887@bt.com
Luxembourg|Veronique Germain|20 Op den Aessen, Walferdange, Luxembourg|656083164|7274|veronique-germain2304@aol.com
Luxembourg|Henri Blot|14 Op den Aessen, Walferdange, Luxembourg|681630528|7274|henri_blot4326@tiscali.it
Luxembourg|Margaud Carre|10 Op den Aessen, Walferdange, Luxembourg|621482271|7274|margaud.carre5535@outlook.fr
Luxembourg|Antoine Dufour|56 Rue des Champs, Helmsange, Luxembourg|671684745|7218|antoine-dufour8518@yandex.ru
Luxembourg|Alexandre Thomas|55 Rue des Champs, Helmsange, Luxembourg|679656713|7218|alexandre.thomas5354@libero.it
Luxembourg|Josette Pons|40 Rue des Champs, Helmsange, Luxembourg|655055477|7218|josette.pons8232@proton.me
Luxembourg|Alfred Marion|10 Rue des Champs, Helmsange, Luxembourg|655856854|7218|alfred_marion6371@yandex.ru
Luxembourg|Claire Maurice|2A Cite John F. Kennedy, Helmsange, Luxembourg|651551560|7234|claire_maurice4151@protonmail.com
Luxembourg|Claudine Simon|54A Rue des Champs, Helmsange, Luxembourg|651164623|7218|claudine-simon6685@onet.pl
Luxembourg|Alex Marion|11 Rue des Champs, Helmsange, Luxembourg|698196676|7218|alex.marion4075@yahoo.com.au
Luxembourg|David Weiss|53 Rue des Champs, Helmsange, Luxembourg|691704628|7218|david_weiss2975@gmx.net
Luxembourg|Theodore Collet|2 Cite John F. Kennedy, Helmsange, Luxembourg|661200586|7234|theodore_collet831@volny.cz
Luxembourg|Thierry Garcia|19 Rue du Chemin de Fer, Walferdange, Luxembourg|658217546|7226|thierry.garcia9547@yahoo.fr
Luxembourg|Valerie Renault|17 Rue du Chemin de Fer, Walferdange, Luxembourg|698977377|7226|valerie-renault376@vp.pl
Luxembourg|Marc Weber|42 Rue des Champs, Helmsange, Luxembourg|656143190|7218|marc.weber8799@rocketmail.com
Luxembourg|Oceane Maury|9 Rue des Champs, Helmsange, Luxembourg|678335194|7218|oceane-maury4915@btinternet.com
Luxembourg|Margot Denis|18 Rue Pierre Conrardy, Helmsange, Luxembourg|656546874|7219|margot_denis549@yahoo.fr
Luxembourg|Hugues Martel|27 Rue de la Gare, Helmsange, Luxembourg|691126858|7228|hugues_martel4465@protonmail.com
Luxembourg|Marine Mahe|12 Rue Prince Henri, Helmsange, Luxembourg|628292894|7230|marine.mahe1903@icloud.com
Luxembourg|Laure Texier|29 Rue de la Gare, Helmsange, Luxembourg|681459532|7228|laure.texier6784@bt.com
Luxembourg|Colette Mahe|14 Rue Prince Henri, Helmsange, Luxembourg|628909916|7230|colette.mahe4055@hotmail.com
Luxembourg|Zoe Bonnin|93 Rue Prince Henri, Helmsange, Luxembourg|651516778|7230|zoe_bonnin7518@outlook.fr
Luxembourg|Guy Blin|91 Rue Prince Henri, Helmsange, Luxembourg|621791210|7230|guy-blin8601@yahoo.fr
Luxembourg|Auguste Guillet|120 Route d'Echternach, Luxembourg, Luxembourg|651376737|1453|auguste_guillet9493@proton.me
Luxembourg|Georges Turpin|42 Rue Prince Henri, Helmsange, Luxembourg|678755127|7230|georges_turpin6915@gmx.de
Luxembourg|Veronique Rossi|38 Rue Prince Henri, Helmsange, Luxembourg|658443216|7230|veronique_rossi5813@hotmail.co.uk
Luxembourg|Henriette Leduc|24 Rue Prince Henri, Helmsange, Luxembourg|655235551|7230|henriette_leduc1862@gmx.de
Luxembourg|Paulette Jacquot|28 Rue Prince Henri, Helmsange, Luxembourg|698404780|7230|paulette.jacquot2456@virgilio.it
Luxembourg|Frederique Mathieu|52 Rue Prince Henri, Helmsange, Luxembourg|691303912|7230|frederique-mathieu3002@gmx.net
Luxembourg|Alfred Seguin|36 Rue Prince Henri, Helmsange, Luxembourg|681068465|7230|alfred-seguin7078@proton.me
Luxembourg|Lucy Laine|14 Rue de l'Avenir, Helmsange, Luxembourg|621345240|7211|lucy_laine5012@protonmail.com
Luxembourg|Theophile Neveu|46 Rue Prince Henri, Helmsange, Luxembourg|678478472|7230|theophile-neveu4183@web.de
Luxembourg|Benjamin Bigot|53 Rue Prince Henri, Helmsange, Luxembourg|658313567|7230|benjamin-bigot129@virgilio.it
Luxembourg|Marguerite Torres|12 Rue de l'Avenir, Helmsange, Luxembourg|628276111|7211|marguerite-torres785@proton.me
Luxembourg|Elise Jacquot|24 Rue de l'Avenir, Helmsange, Luxembourg|671098797|7211|elise.jacquot1141@icloud.com
Luxembourg|Philippe Didier|49 Rue Prince Henri, Helmsange, Luxembourg|628400756|7230|philippe.didier6843@fastmail.com
Luxembourg|Victoire Roy|26 Rue Prince Henri, Helmsange, Luxembourg|655056238|7230|victoire_roy4289@seznam.cz
Luxembourg|Paul Sanchez|22 Rue de l'Avenir, Helmsange, Luxembourg|698660251|7211|paul-sanchez9564@hotmail.es
Luxembourg|Astrid Lenoir|6 Rue de l'Avenir, Helmsange, Luxembourg|698956146|7211|astrid_lenoir5453@msn.com
Luxembourg|Alain Bigot|20 Rue de l'Avenir, Helmsange, Luxembourg|651823640|7211|alain_bigot8625@seznam.cz
Luxembourg|Olivier Alves|50 Rue Prince Henri, Helmsange, Luxembourg|628103437|7230|olivier-alves4794@yahoo.it
Luxembourg|Yves Seguin|34 Rue Prince Henri, Helmsange, Luxembourg|658238960|7230|yves_seguin6086@gmx.net
Luxembourg|Margot Ruiz|28 Rue du Nord, Helmsange, Luxembourg|658312435|7242|margot-ruiz2222@vp.pl
Luxembourg|Laure Martineau|18 Rue du Nord, Helmsange, Luxembourg|655765161|7242|laure.martineau2132@me.com
Luxembourg|Laurent Grondin|20 Rue du Nord, Helmsange, Luxembourg|679266946|7242|laurent.grondin4133@gmx.de
Luxembourg|Laurent Ruiz|26 Rue du Nord, Helmsange, Luxembourg|655414728|7242|laurent.ruiz545@yandex.com
Luxembourg|Victoire Boucher|19 Route de Diekirch, Helmsange, Luxembourg|628011911|7220|victoire-boucher5927@yahoo.com
Luxembourg|William Boutin|17 Route de Diekirch, Helmsange, Luxembourg|651450853|7220|william_boutin952@proton.me
Luxembourg|Thomas Poulain|21 Route de Diekirch, Helmsange, Luxembourg|692843459|7220|thomas_poulain3259@me.com
Luxembourg|Timothee Rey|15 Route de Diekirch, Helmsange, Luxembourg|681463761|7220|timothee-rey6443@hotmail.co.uk
Luxembourg|Benoit Valentin|6 Cite Grand-Duc Jean, Bereldange, Luxembourg|658692510|7233|benoit_valentin6436@hotmail.fr
Luxembourg|Remy Hamon|1 Cite Princesse Amelie, Helmsange, Luxembourg|655308138|7262|remy.hamon1680@yahoo.ca
Luxembourg|Emile Martin|10 Cite Princesse Amelie, Helmsange, Luxembourg|691956695|7262|emile_martin314@libero.it
Luxembourg|Alphonse Hamon|11 Cite Princesse Amelie, Helmsange, Luxembourg|655077647|7262|alphonse-hamon6265@wanadoo.fr
Luxembourg|Simone Raymond|15 Cite Princesse Amelie, Helmsange, Luxembourg|651843122|7262|simone-raymond9711@interia.pl
Luxembourg|Adrien Delattre|16 Cite Princesse Amelie, Helmsange, Luxembourg|692390737|7262|adrien-delattre2571@libero.it
Luxembourg|Paul Briand|18 Cite Princesse Amelie, Helmsange, Luxembourg|679529336|7262|paul-briand5214@mac.com
Luxembourg|Lucas Carpentier|5 Cite Princesse Amelie, Helmsange, Luxembourg|671289997|7262|lucas-carpentier7285@yandex.com
Luxembourg|Noemi Payet|6 Cite Princesse Amelie, Helmsange, Luxembourg|671257141|7262|noemi.payet8838@rocketmail.com
Luxembourg|Oceane Chauvin|1 Rue Charles Rausch, Helmsange, Luxembourg|678740060|7247|oceane-chauvin507@rocketmail.com
Luxembourg|Theodore Pottier|14 Rue Jean Mercatoris, Helmsange, Luxembourg|655171507|7237|theodore_pottier9864@t-online.de
Luxembourg|Isaac Marques|16 Rue Jean Mercatoris, Helmsange, Luxembourg|628447621|7237|isaac.marques8801@terra.es
Luxembourg|Etienne Bailly|20 Rue Jean Mercatoris, Helmsange, Luxembourg|651276316|7237|etienne-bailly6572@tutanota.com
Luxembourg|Zoe Grondin|22 Rue Jean Mercatoris, Helmsange, Luxembourg|628457788|7237|zoe-grondin7636@mac.com
Luxembourg|Julien Hernandez|24 Rue Jean Mercatoris, Helmsange, Luxembourg|651525592|7237|julien_hernandez7187@virgilio.it
Luxembourg|Marguerite Martinez|26 Rue Jean Mercatoris, Helmsange, Luxembourg|651105727|7237|marguerite.martinez6643@yahoo.fr
Luxembourg|Auguste Petit|27 Route de Diekirch, Helmsange, Luxembourg|656584910|7220|auguste-petit318@hotmail.com
Luxembourg|Marcel Roger|3 Rue du Nord, Helmsange, Luxembourg|628097878|7242|marcel.roger3617@outlook.es
Luxembourg|Emmanuelle Petit|36 Route de Diekirch, Helmsange, Luxembourg|692556596|7220|emmanuelle-petit7542@hotmail.com
Luxembourg|Aurore Bonnet|40 Route de Diekirch, Helmsange, Luxembourg|698185473|7220|aurore-bonnet5904@libero.it
Luxembourg|Ines Colas|44 Route de Diekirch, Helmsange, Luxembourg|681358116|7220|ines-colas9509@aol.com
Luxembourg|Adelaide Lucas|45 Route de Diekirch, Helmsange, Luxembourg|671909632|7220|adelaide_lucas6457@protonmail.com
Luxembourg|Olivie Martineau|46 Route de Diekirch, Helmsange, Luxembourg|691607255|7220|olivie.martineau1587@seznam.cz
Luxembourg|Patricia Joly|57 Rue Jean Mercatoris, Helmsange, Luxembourg|656880314|7237|patricia-joly4685@proton.me
Luxembourg|Hugues Bernard|59 Rue Jean Mercatoris, Helmsange, Luxembourg|621595175|7237|hugues-bernard4355@orange.es
Luxembourg|Timothee Boutin|6 Rue Prince Henri, Helmsange, Luxembourg|692326695|7230|timothee_boutin1724@ono.com
Luxembourg|Louis Torres|6A Rue Prince Henri, Helmsange, Luxembourg|628846400|7230|louis_torres197@mail.com
Luxembourg|Susanne Marques|7 Rue du Nord, Helmsange, Luxembourg|698930209|7242|susanne-marques5375@hotmail.de
Luxembourg|Claudine Masson|72 Rue du Nord, Helmsange, Luxembourg|651355196|7242|claudine-masson2674@mac.com
Luxembourg|Charlotte Rousseau|76 Rue du Nord, Helmsange, Luxembourg|678188556|7242|charlotte_rousseau1388@gmx.de
Luxembourg|Auguste Guillot|82 Rue Jean Mercatoris, Helmsange, Luxembourg|628634255|7237|auguste.guillot871@tin.it
Luxembourg|Georges Girard|82A Rue Jean Mercatoris, Helmsange, Luxembourg|678108388|7237|georges.girard9585@seznam.cz
Luxembourg|Jacqueline Didier|84 Rue Jean Mercatoris, Helmsange, Luxembourg|671264363|7237|jacqueline_didier7795@orange.es
Luxembourg|Thomas Godard|84A Rue Jean Mercatoris, Helmsange, Luxembourg|656492034|7237|thomas.godard6385@hotmail.com
Luxembourg|Timothee Marie|10 Route de Diekirch, Walferdange, Luxembourg|679257915|7220|timothee.marie3260@o2.pl
Luxembourg|Jules Thibault|12 Route de Diekirch, Walferdange, Luxembourg|656134617|7220|jules_thibault2950@protonmail.com
Luxembourg|Vincent Jacquot|14 Route de Diekirch, Walferdange, Luxembourg|656528931|7220|vincent.jacquot8937@telefonica.net
Luxembourg|Monique Torres|11 Route de Diekirch, Helmsange, Luxembourg|698618738|7220|monique.torres2151@yahoo.co.uk
Luxembourg|Victor Gaillard|17 Route de Luxembourg, Bereldange, Luxembourg|661367138|7240|victor-gaillard6787@yahoo.in
Luxembourg|Honore Petit|2 Allee des Charmes, Luxembourg, Luxembourg|691492302|1372|honore.petit82@yahoo.co.uk
Luxembourg|Elisabeth Jacquet|4 Allee des Charmes, Luxembourg, Luxembourg|668181368|1372|elisabeth-jacquet6287@btinternet.com
Luxembourg|Lorraine Lefebvre|3 Allee des Charmes, Luxembourg, Luxembourg|668073351|1372|lorraine.lefebvre9139@yahoo.it
Luxembourg|Matthieu Letellier|6 Allee des Charmes, Luxembourg, Luxembourg|691709054|1372|matthieu_letellier2679@centrum.cz
Luxembourg|Ines Wagner|8 Allee des Charmes, Luxembourg, Luxembourg|698962084|1372|ines-wagner8774@msn.com
Luxembourg|Eleonore Dumas|5 Allee des Charmes, Luxembourg, Luxembourg|692166673|1372|eleonore-dumas2811@volny.cz
Luxembourg|Noel Besnard|35 Route de Luxembourg, Bereldange, Luxembourg|671624492|7240|noel.besnard2973@tiscali.it
Luxembourg|Michel Gillet|1 Rue Pierre Krier, Bereldange, Luxembourg|668700054|7260|michel-gillet4791@web.de
Luxembourg|Patricia Menard|10 Elterstrachen, Bereldange, Luxembourg|658017930|7260|patricia.menard1763@yahoo.com
Luxembourg|Elodie Lebreton|10 Rue Pierre Krier, Bereldange, Luxembourg|681922134|7260|elodie_lebreton3646@terra.es
Luxembourg|Caroline Labbe|100 Rue de Steinsel, Bereldange, Luxembourg|679988576|7254|caroline-labbe8585@hotmail.com
Luxembourg|David Weiss|102 Rue de Steinsel, Bereldange, Luxembourg|678961561|7254|david_weiss4809@vp.pl
Luxembourg|Gabrielle Maillard|10A Elterstrachen, Bereldange, Luxembourg|668972406|7260|gabrielle-maillard6111@yahoo.co.uk
Luxembourg|Zoe Carre|11 Rue de Steinsel, Bereldange, Luxembourg|621188487|7254|zoe_carre8878@yandex.com
Luxembourg|Celina Godard|12 Rue Adolphe Weis, Bereldange, Luxembourg|628258495|7260|celina_godard5982@mac.com
Luxembourg|Anais Schneider|12 Rue Pierre Krier, Bereldange, Luxembourg|681950923|7260|anais_schneider118@vp.pl
Luxembourg|Oceane Diallo|13 Elterstrachen, Bereldange, Luxembourg|698128943|7260|oceane-diallo2485@yandex.com
Luxembourg|Christine Simon|13 Rue Adolphe Weis, Bereldange, Luxembourg|655861956|7260|christine.simon9141@rocketmail.com
Luxembourg|Hugues Samson|13 Rue de Steinsel, Bereldange, Luxembourg|628921358|7254|hugues.samson1825@free.fr
Luxembourg|Isaac Sanchez|13 Rue des Roses, Bereldange, Luxembourg|628558282|7249|isaac.sanchez1080@yahoo.de
Luxembourg|Thomas Fleury|13A Rue des Roses, Bereldange, Luxembourg|661410034|7249|thomas-fleury8784@me.com
Luxembourg|Valentine Blanchet|14 Rue Adolphe Weis, Bereldange, Luxembourg|671230059|7260|valentine_blanchet1363@ymail.com
Luxembourg|Hugues Marechal|14 Rue Pierre Krier, Bereldange, Luxembourg|678523322|7260|hugues-marechal9473@orange.es
Luxembourg|Adrienne Marques|15 Rue de Steinsel, Bereldange, Luxembourg|691145507|7254|adrienne_marques832@wp.pl
Luxembourg|Julien Picard|16 Rue Pierre Krier, Bereldange, Luxembourg|628655706|7260|julien-picard8536@fastmail.com
Luxembourg|Zoe Perrier|17 Elterstrachen, Bereldange, Luxembourg|691559242|7260|zoe.perrier8000@yahoo.de
Luxembourg|Jules Devaux|18 Route de Luxembourg, Bereldange, Luxembourg|621489812|7240|jules.devaux381@hotmail.co.uk
Luxembourg|Laurence Menard|18 Rue Pierre Krier, Bereldange, Luxembourg|678210418|7260|laurence.menard3595@bt.com
Luxembourg|Oceane Cohen|19 Rue Adolphe Weis, Bereldange, Luxembourg|628235713|7260|oceane_cohen8539@outlook.com
Luxembourg|Lucy Marechal|21 Rue Adolphe Weis, Bereldange, Luxembourg|698384804|7260|lucy-marechal6366@sky.com
Luxembourg|Emile Maury|21 Rue de Steinsel, Bereldange, Luxembourg|651115378|7254|emile.maury1256@mail.com
Luxembourg|Dorothee David|22 Route de Luxembourg, Bereldange, Luxembourg|661170198|7240|dorothee.david8146@centrum.cz
Luxembourg|Alex Letellier|22 Rue Pierre Krier, Bereldange, Luxembourg|655103212|7260|alex-letellier2941@proton.me
Luxembourg|Ines Bonnet|23 Rue de Steinsel, Bereldange, Luxembourg|656459367|7254|ines_bonnet10@wanadoo.fr
Luxembourg|Leon Humbert|24 Route de Luxembourg, Bereldange, Luxembourg|651557064|7240|leon-humbert7103@gmx.de
Luxembourg|Bernadette Gilles|24 Rue Pierre Krier, Bereldange, Luxembourg|658432389|7260|bernadette-gilles8290@gmx.net
Luxembourg|Aurelie Carlier|25 Rue Pierre Krier, Bereldange, Luxembourg|681467200|7260|aurelie.carlier2860@seznam.cz
Luxembourg|Guillaume Courtois|26 Route de Luxembourg, Bereldange, Luxembourg|658181716|7240|guillaume_courtois2852@mac.com
Luxembourg|Xavier Cohen|28 Route de Luxembourg, Bereldange, Luxembourg|681082204|7240|xavier.cohen4468@ymail.com
Luxembourg|Juliette Jacquet|28 Rue Pierre Krier, Bereldange, Luxembourg|668478238|7260|juliette.jacquet6523@ymail.com
Luxembourg|Andree Picard|28 Rue de Steinsel, Bereldange, Luxembourg|681037645|7254|andree-picard1369@ymail.com
Luxembourg|Henriette Hamon|29 Rue de Steinsel, Bereldange, Luxembourg|661692883|7254|henriette_hamon8653@tiscali.it
Luxembourg|Laure Deschamps|30 Route de Luxembourg, Bereldange, Luxembourg|658318799|7240|laure.deschamps6811@web.de
Luxembourg|Arnaude Leclercq|30 Rue Adolphe Weis, Bereldange, Luxembourg|678050017|7260|arnaude-leclercq779@o2.pl
Luxembourg|Noel Courtois|30 Rue de Steinsel, Bereldange, Luxembourg|692309425|7254|noel.courtois3711@yahoo.ca
Luxembourg|Sabine Bodin|31 Rue de Steinsel, Bereldange, Luxembourg|658185377|7254|sabine-bodin7147@yahoo.it
Luxembourg|Xavier Gomes|32 Rue Adolphe Weis, Bereldange, Luxembourg|628790395|7260|xavier.gomes9750@msn.com
Luxembourg|Adrienne Boulay|33 Rue Pierre Krier, Bereldange, Luxembourg|661464031|7260|adrienne.boulay6082@yahoo.ca
Luxembourg|Christine Hubert|33A Route de Luxembourg, Bereldange, Luxembourg|668911665|7240|christine_hubert6455@yandex.ru
Luxembourg|Susan Petitjean|34 Rue Adolphe Weis, Bereldange, Luxembourg|698620433|7260|susan-petitjean9834@interia.pl
Luxembourg|Diane Blondel|35 Rue Pierre Krier, Bereldange, Luxembourg|698285144|7260|diane_blondel4083@orange.fr
Luxembourg|Etienne Poulain|36 Rue Adolphe Weis, Bereldange, Luxembourg|678462780|7260|etienne-poulain7285@outlook.fr
Luxembourg|Sebastien Etienne|37 Rue de Steinsel, Bereldange, Luxembourg|678237001|7254|sebastien-etienne8211@orange.es
Luxembourg|Roland Gonzalez|39 Rue Pierre Krier, Bereldange, Luxembourg|658155850|7260|roland-gonzalez5035@orange.fr
Luxembourg|Adele Devaux|39 Rue de Steinsel, Bereldange, Luxembourg|655981301|7254|adele_devaux878@web.de
Luxembourg|Sabine Alves|4 Elterstrachen, Bereldange, Luxembourg|698717003|7260|sabine.alves8856@ono.com
Luxembourg|Sabine Lefebvre|45 Rue de Steinsel, Bereldange, Luxembourg|661323996|7254|sabine.lefebvre6762@gmx.com
Luxembourg|Zacharie Lopez|46 Route de Luxembourg, Bereldange, Luxembourg|671683827|7240|zacharie.lopez1325@seznam.cz
Luxembourg|Marc Guillot|48 Route de Luxembourg, Bereldange, Luxembourg|671428688|7240|marc-guillot2085@hotmail.fr
